5000 10000
3152 4146 521172
3538 4136 378699
3266 3813 524486
942 2197 830383
3627 2822 86259
2624 1320 704119
4461 3807 422678
2900 185 174973
337 514 465104
3051 3344 808868
3456 3811 585411
3016 4487 993180
497 3766 749341
1056 4990 367113
1268 3784 880085
1006 959 43327
3848 1489 219996
747 1073 16384
311 448 355507
1399 4445 215526
3426 1457 159466
587 1028 4136
3823 4996 702274
2508 4331 289756
4807 3839 787181
375 4900 123570
2627 496 407270
544 2427 436743
2077 2992 659171
3454 4289 477504
3430 642 435355
1236 4886 522143
2629 1166 743185
4285 343 786544
3978 4118 442487
4509 2900 825865
1580 3557 203725
745 1471 233023
4485 3582 496327
505 3153 494725
3264 3651 274992
4275 911 129105
3626 4749 123724
2535 3880 532299
979 3295 584548
3098 3337 582613
982 4113 720281
1812 2815 515260
3392 3538 427150
1772 1595 644814
4909 1639 208658
4106 2895 582267
4433 883 189216
4630 1275 690549
3033 1634 614988
1964 4934 209252
721 2237 142534
4891 4166 808707
3375 1445 887812
3509 4515 382429
452 4940 125747
4225 93 86099
4590 2008 312902
2215 4445 979089
2104 4134 250319
3590 1587 408044
1084 3416 558180
736 3288 435140
2655 4029 833287
4370 4887 936804
4671 3806 516439
3959 4790 600071
2820 360 533881
989 3025 106600
3813 2793 214654
2420 2862 558100
495 1122 640002
3417 2716 870561
393 822 497466
502 2540 865661
2485 1739 5615
3594 24 969018
2932 3493 424875
503 2084 279175
1880 4859 871045
1081 2418 144261
2667 4679 492818
4323 3508 180508
263 3686 185909
4855 2833 950467
4186 3971 915274
318 3526 764517
3194 4841 328551
4430 1246 571722
68 777 35628
3131 1719 345342
4078 4003 705321
1356 2312 748810
1030 1717 293256
3409 1558 323467
825 4304 857277
2888 4963 35185
3896 1108 821954
97 3844 548080
4842 503 85829
4303 4372 279477
3663 4860 565720
2780 2589 357861
175 996 259860
3439 3499 898232
1002 1868 558133
1608 1585 155952
1346 2464 293146
4769 4212 42254
3047 69 619065
3777 4018 824181
610 4548 787059
734 4754 732002
4922 856 962769
1036 921 745136
2676 406 997013
4584 2418 914111
3889 3047 197749
4071 4031 153675
1107 2467 153436
73 713 982196
1007 3079 479243
2749 4062 260050
2802 4947 92860
2473 3426 142679
4579 2378 234911
4383 4818 611978
3372 1355 798347
3616 1735 235506
596 2835 70084
2197 3759 892458
2717 1507 165425
1210 2539 229636
2731 1450 604755
1209 3352 198314
832 344 397492
3242 2920 41574
3181 87 370630
805 2482 758016
4396 3117 424620
3879 4107 355799
4500 4818 991801
3452 1115 677681
4469 1156 345480
3387 4089 469530
2666 4057 903237
4444 4106 348108
2972 2433 298691
706 2221 309379
3201 4211 331264
4549 4443 849594
1267 3902 572335
3551 2745 761242
3401 3833 209886
2905 1287 431480
4897 1729 494756
3801 4261 40159
4999 1451 947622
4307 3447 343023
3637 353 234253
972 4912 963252
694 3712 244185
3165 604 815970
265 377 813464
380 1305 314208
3510 3015 677741
546 1100 481742
1413 1748 923520
2045 1314 284856
2718 914 84073
2083 4779 417241
2822 1591 215617
1277 2913 434657
327 402 931686
4045 3443 636264
4179 3285 453087
2026 1419 302520
3814 2637 902953
1391 1169 241500
4572 1244 54107
2192 310 453467
3229 692 308840
714 2262 647902
1406 4021 700347
3226 3042 449802
4247 641 185184
4003 3823 317342
429 2201 31997
4769 4773 21550
3022 1221 799832
1115 874 141348
1280 2168 325216
3410 2593 679554
2155 1902 710077
2430 1261 399301
4219 2188 638423
3057 883 682774
4418 2159 466337
4504 3253 44542
620 2794 61907
2291 2626 546361
2176 3306 805274
100 4432 569063
605 4649 858228
3970 4745 992695
3474 1776 852924
1215 2751 67718
1170 1220 880276
3865 3210 283401
4251 4801 191803
1233 4508 235532
4815 434 538808
134 3785 412371
1961 2998 58216
860 2300 271076
3432 3333 208092
3383 2289 328015
3604 2155 975374
1550 4769 253103
3709 1464 221125
4958 3447 676093
3138 57 415618
463 2541 927984
3218 3383 881268
1711 3440 212167
4674 492 959548
4248 3341 650014
136 4602 433764
4510 3794 968517
3086 1420 14921
4822 3334 886464
735 2705 174138
2686 733 717544
2850 1837 433620
2253 3797 445028
3695 1602 352311
2241 4182 466554
472 1136 191294
403 214 928884
3852 3123 169906
4509 384 456524
2672 2094 85342
3870 80 150577
4335 2199 630057
962 2014 585153
2421 1557 752367
4424 1248 787092
1282 742 285562
985 2405 383613
3660 1029 675151
2801 3223 854538
2089 3184 141368
3971 2343 185334
3591 606 258220
1745 551 941907
2884 814 644960
101 2002 713246
1304 3249 657858
4032 4816 440831
849 2820 322482
1172 2616 536113
3361 2961 820936
844 4760 646284
1343 567 285413
2570 1016 320233
3487 693 907377
1631 3625 300519
3526 2415 270779
3084 4339 456388
4854 4653 719254
2395 4941 739910
4699 3185 965947
3853 3377 637495
3103 1013 400057
4179 2412 399335
3967 2540 65605
1764 450 343033
2702 4362 879917
2391 1477 574128
2560 150 795271
895 88 57078
2239 183 281370
3027 2146 319595
3176 3466 603222
2946 1890 479511
2721 3291 605734
1597 4221 55396
1514 105 997729
3943 3549 256435
451 522 54325
1497 3569 747113
3012 1026 860806
98 180 975516
1970 1037 805721
1283 4731 499174
806 4903 361039
4304 455 211664
196 4976 968653
2601 3678 670755
353 2910 176383
949 1696 387459
342 4599 993572
3938 2502 937892
2859 248 761166
2504 4264 93517
281 2062 19784
71 2284 324516
2943 2170 930429
37 3897 506814
2211 4339 499812
3548 3512 381622
3122 4878 547786
2790 2237 775299
1873 1665 695403
1395 3612 452097
473 2389 234956
1565 3332 971707
3234 4770 545786
2462 3444 940510
3687 2460 412514
2242 3140 930850
2071 3049 397793
2095 4003 596761
1251 160 564045
1788 1409 896737
1334 475 735688
1838 937 646152
3175 4999 749286
1271 2637 212665
574 3625 19062
191 3520 997204
2276 2924 133042
4018 4065 52179
4540 2747 179123
461 1006 841738
4417 398 975449
1834 4602 580525
1019 2131 422997
3022 1500 774949
706 4502 298621
4599 2503 994666
1057 2725 563551
165 4012 201380
30 3460 911216
2570 3215 334527
1230 1599 112974
294 265 206474
2753 3117 967686
3746 417 767998
2400 1058 684982
1873 3792 741055
729 3939 551377
449 1107 416137
2041 3683 135058
3791 4540 567561
3341 3577 480947
2694 4300 864156
3169 1503 440226
1690 222 512752
3023 3529 2069
3640 3286 166399
3856 4331 349685
1821 1379 250932
4563 1236 34942
197 1316 2640
164 3157 482511
4655 4144 492596
4728 3510 513351
3542 2682 221233
1024 4577 428524
189 1112 396709
60 1772 986995
3576 4130 401563
340 691 893867
3795 2670 615668
1526 3259 590819
2456 2210 547206
1921 4501 968334
3110 1989 209153
1827 3501 456303
1667 2476 315196
1741 4356 526822
3610 4820 573633
234 3338 660504
872 3143 658434
1317 885 659540
2155 2702 744760
2659 786 339363
3740 993 666858
3168 1870 730930
1331 1399 597592
2962 3555 852488
3385 2158 971647
4775 2459 80601
863 2827 153153
2787 3204 383567
731 3515 431062
4634 1055 749893
2238 2441 322846
2502 2412 809091
464 3420 272246
1429 4165 41499
4358 2396 782305
1346 4839 904
1930 3668 157228
1585 3073 107859
3165 1625 792227
4590 4726 4368
3539 2299 537654
3511 2270 624248
4577 484 51107
3819 3338 166132
3909 2522 307473
2079 2302 144853
29 2924 576289
383 3934 153317
2484 539 325865
2270 3713 462770
3497 3631 593695
2619 686 500489
1954 892 477797
757 2259 798533
980 4928 309181
3004 3232 72363
1342 1994 287189
2438 470 358637
3721 4508 391735
2527 1901 212370
240 2771 601729
706 2392 619935
3219 844 992324
1525 1476 770491
613 2612 126807
2245 4353 118636
2503 4396 631316
4423 4284 270571
514 794 87545
3194 3132 467043
3733 298 596589
3956 4636 477284
1240 2005 707113
4395 4128 704024
4130 682 443819
558 3000 376576
2348 2031 495578
48 4540 958287
749 37 900636
731 3874 188899
4681 2939 694172
3208 2436 685242
2844 4098 489341
2704 2771 849042
4587 4416 931051
1174 3051 724325
1666 2508 852891
4784 2924 566057
3306 1349 805725
3226 3854 711804
4960 2314 477392
1651 4478 221043
16 2200 118382
528 2921 326571
2837 3542 806561
2018 3635 69338
3568 4551 418930
1205 1586 627372
3275 4837 631610
2839 438 615941
2916 3384 23134
1141 2335 650855
1592 4756 14478
1018 2686 57865
4954 1588 110012
3617 1206 356474
461 291 405654
4391 827 850496
44 2631 591409
3078 4400 450016
3327 3635 349676
4676 1786 111486
3553 835 795509
2497 1322 455606
904 611 579147
1470 1883 590122
941 2859 826263
3709 1265 822112
3905 703 720622
52 980 278896
2649 2060 649842
598 2984 14803
2710 2314 177611
3091 4441 188253
455 477 546872
4384 136 409717
4342 2826 785907
2745 1419 814348
1045 2528 363168
1161 852 887847
2438 2193 31888
2974 1475 551109
3284 4770 327736
3156 2119 842603
4177 204 77058
4214 1273 890669
2646 1829 303370
1263 4379 711977
4214 2531 409759
10 542 100447
3297 3125 238708
4899 3329 339924
694 825 181134
2044 2666 917986
2243 1392 382928
1138 3527 210994
4937 597 884551
1162 4586 400252
322 2111 463749
4160 329 872642
1620 1903 746994
2538 1090 956331
744 1121 533744
1495 120 742014
2129 3422 492129
2900 4971 946812
4577 2984 167610
2454 801 304712
4283 717 800308
4102 74 988797
4409 4179 359296
1644 4722 376041
1020 597 705873
3609 1245 702804
3302 2475 473761
677 263 869692
4773 2597 678021
3218 4170 438906
1646 242 287280
1950 3109 820530
2690 2406 366146
1867 1613 640778
4695 1534 431934
2349 4592 118840
3415 4283 850814
528 4646 815482
560 4549 190731
2258 2758 805692
4955 3622 735788
1582 4093 485108
824 609 606801
1281 2072 926933
4200 1069 572002
3151 892 554182
1074 1794 785397
3833 2865 864265
1020 531 271568
3113 464 153661
3794 419 338002
3022 662 708911
335 450 322273
612 4691 401560
4471 533 603692
4394 3666 797181
3698 2790 522297
2355 3544 682913
1622 4568 504951
4826 3172 623589
1536 4732 795410
1626 940 232286
3865 738 434890
685 3462 199138
1747 2113 794236
2375 4510 385644
3977 303 1259
2575 1091 815767
4118 791 757943
4132 2803 545140
1398 1102 559552
3226 965 19166
3427 3921 347255
3289 448 507775
1529 1684 460183
1374 1257 34791
145 2535 866428
30 1741 114093
4395 1698 330651
1535 1713 934975
1211 2621 410324
3286 43 785804
4765 771 50076
1940 3142 859705
935 1262 892663
4937 3474 370123
532 841 612801
2104 2007 981937
1122 2662 304645
4144 1001 91414
968 1549 62549
4209 1137 919603
4493 3629 670695
3332 803 398467
4904 3406 833587
4917 2147 828482
1199 1870 215112
3809 4435 163698
2189 985 291031
716 974 413182
3503 4854 446903
3700 4659 475963
3705 2287 906379
4153 2519 466917
3011 2434 889699
2740 3327 423689
1074 4598 792179
3353 2753 287491
1554 1233 381947
37 4857 322764
3936 2558 505086
4590 515 303725
618 792 519080
3320 3769 751188
3096 1996 163506
3004 602 556975
983 3037 41136
2102 1379 753473
1299 1115 302362
722 4340 987471
4906 34 384113
2245 388 326175
935 2078 749527
3092 3026 250865
1529 1163 7039
3322 2643 752663
1777 4107 328264
1261 544 922465
1865 1522 701539
461 3072 182471
1757 1163 60959
1642 4771 495607
1357 3047 392697
2979 4212 301435
4540 4709 879434
3609 239 845277
1857 4749 539437
2717 629 735165
3567 4569 687298
3712 299 942261
1560 4910 345754
2806 1220 889231
3404 2752 762428
4601 2394 166367
3486 873 884168
2250 2293 741890
4877 3457 768433
1475 824 678751
4347 474 984841
2954 1770 462246
4513 743 266132
2675 3951 406819
3717 4895 422199
4853 3093 104937
4817 2199 156441
3697 2196 531179
3288 1402 314133
417 944 121796
2104 2838 812261
2471 4873 16201
3413 3225 680392
1512 2587 674840
399 551 195229
1620 4809 644368
4556 315 628344
1358 4409 669536
3107 2587 5143
1126 4674 579026
1520 2190 57104
1991 4559 521800
1932 1490 860767
205 2092 89866
3542 2139 65430
4070 2834 769443
2868 1111 759727
1996 1292 611745
4017 2298 324785
496 4084 300353
1961 3079 772726
3507 2668 343188
2974 489 298110
3360 211 253350
3041 1866 322955
3247 330 79355
1623 2111 179350
4620 1479 408607
232 35 225335
2523 4530 84909
3413 2543 599270
2949 2742 873976
1624 4187 769445
2727 418 859591
623 4776 925555
780 1558 560593
3653 1379 895983
4990 3833 516564
4130 1193 21426
1321 3150 866582
4810 758 470926
1525 885 802960
2036 3281 506952
2022 2272 537621
4429 341 21926
4486 4190 854925
585 3476 878316
4121 3816 45362
4203 4452 306419
4676 3947 504958
2649 4808 206238
3207 3930 611582
2249 2850 520924
4137 4921 112794
4972 1303 811339
2635 867 289261
4679 4535 714267
988 1810 296993
3492 3440 233095
3478 1351 456878
3506 3167 628110
2541 817 691139
3654 4606 41454
3266 1858 519006
1717 2924 96677
1426 2703 47591
4211 4025 770529
3144 4117 741021
4356 384 775920
4419 3753 186576
3897 1779 359841
560 4631 336329
3638 528 949132
3713 1874 713570
841 2130 793106
206 4830 953297
4542 3525 511987
1574 4928 557578
1181 4075 990998
3370 3536 331241
4822 300 788261
1149 4813 498052
3009 2640 30923
577 363 861220
2887 446 735743
1178 2579 361342
2539 4352 546284
2192 445 243431
2072 1114 439135
3563 1891 476898
2512 4340 446024
680 304 137858
425 535 97400
2669 2324 940282
116 3618 462698
3827 1566 63265
1180 3447 726464
2027 556 619573
1302 3122 60557
253 2094 441320
3576 4677 664188
4809 765 106383
4526 525 184834
2582 2728 383717
4571 2639 491373
1319 3302 934549
4380 4765 369065
3796 3419 295911
1747 1135 794466
2049 4435 55053
710 4743 401681
2646 3368 736308
3800 364 742561
2274 4108 164669
701 3012 701685
3452 2882 548512
2136 3799 7611
3200 2255 133963
1149 4647 298780
291 2453 654016
2687 4040 403251
4946 681 9802
840 513 30421
3021 832 633542
2098 4727 288275
4046 2879 63197
4518 4264 978580
4421 776 17391
4360 4479 366484
2119 2476 329981
3699 3301 710004
2257 98 87903
245 4901 860463
2131 1528 459229
1868 1148 335121
3865 670 99414
4316 4430 980365
4147 3493 990773
1799 3870 960394
2667 2659 968388
239 1503 801743
1898 3286 881059
3631 4434 908889
2218 2779 740159
3453 2295 169923
3848 2861 458358
2241 3058 617624
2660 4579 168925
1312 2600 25004
2896 424 235341
1711 4905 872345
1072 4127 562085
2025 2004 607349
749 976 345893
3182 2889 330024
577 1072 754022
25 2978 43386
2524 3207 40057
4694 4427 217065
4492 2291 994803
3550 200 137403
3130 2597 789962
3101 855 581009
303 1992 331630
4551 219 873382
2269 734 484934
3952 3675 623818
3835 579 116168
717 2226 619463
3760 4595 926925
4856 3233 199024
4928 3755 933779
1656 3201 617943
3735 4898 728599
1989 3616 653994
2567 1197 402551
1146 330 317414
1034 4868 229434
1226 2676 703918
3627 2804 433416
3635 1526 385519
1823 2690 712977
4924 1769 377437
4282 3951 692480
656 3554 731327
4479 3508 772671
2568 1274 67647
1385 3151 147408
1674 3430 254345
1330 1359 345240
3216 3735 396452
4420 3763 610200
2329 4471 392977
4903 353 927465
4938 1893 581856
2747 4754 122304
3138 1428 352443
3443 2020 263959
2662 991 69865
1528 4181 455144
2251 1702 626872
3538 3756 583659
1386 3298 917911
1501 1615 979201
4400 3681 50644
2963 2597 50742
4627 3958 233728
1068 170 773318
4658 2448 230951
3229 4565 87
186 3792 692341
3919 3207 922764
3693 2973 115038
4575 4410 183009
3193 4452 116198
1047 4273 370110
4371 1414 692398
2765 3593 142947
4177 3047 571542
2168 3623 702125
1625 2517 963036
3054 4995 259400
4993 3466 873475
4617 2493 485260
1277 4182 823987
330 3934 154790
1565 569 308638
2145 4677 314626
1842 348 922508
393 1621 54875
833 4868 451562
4670 263 720416
377 638 287675
1918 323 436633
4857 205 390012
312 3170 242746
3445 842 22564
4370 306 201034
2590 2520 764758
4052 4534 87641
1841 4653 393570
644 4116 412503
4271 816 786729
1331 1961 631382
3681 1641 865751
2182 1515 485707
562 4525 180014
329 2626 266315
3684 165 566237
4739 2483 549534
3933 4851 722344
2474 1917 661419
3218 2900 222672
4915 2873 981077
4197 37 66881
1278 1027 390778
1527 4764 293501
3089 2846 599884
1659 985 70150
542 1909 423519
1458 711 564596
3627 3485 443422
2814 4661 480009
2592 3709 932509
3331 1950 275950
104 358 93092
4377 1622 547738
4445 610 770984
3369 2874 237602
4616 4782 528353
2658 2273 714474
3426 4286 939421
4372 3941 387634
2268 1540 288071
484 4402 62789
36 2301 560658
2557 4038 756853
742 2698 216219
738 2185 50802
1972 3549 593235
1455 3162 612969
923 117 15484
288 1644 427826
1211 4660 191862
769 358 747839
4837 2770 272777
3824 4463 883865
488 4443 561422
2850 1698 439627
4893 1966 267113
3158 1736 70549
413 4893 427268
640 1960 160911
4485 3609 110380
849 1974 909122
1169 4940 193739
3998 1403 916458
3907 4464 449431
3614 3489 859310
2606 3920 724986
1593 3035 412138
1089 132 560454
1123 1309 520311
987 869 462012
4439 684 904564
673 3875 39475
2397 3696 383685
4580 1408 103659
3851 647 828692
3341 2202 970523
3550 1499 980526
4902 598 644611
4744 1057 986286
620 2989 778184
231 741 981742
4016 4761 951481
3233 4464 579015
3920 796 775794
2821 2962 940233
611 3424 826804
2418 14 558648
1396 650 908935
1460 3721 295366
4034 178 105564
1006 1028 357241
3787 3532 476434
4797 1100 167440
654 4158 476247
3941 2360 520206
4116 1172 859136
3565 2203 571123
457 4291 780442
1073 1233 100825
2881 3873 272774
1516 3249 491640
1331 1999 617891
4988 239 196739
4830 1780 79398
4198 5000 951846
1401 4446 675597
3161 2329 303120
3277 2623 662873
4490 2944 727262
1897 4673 555653
1788 95 743623
808 4349 909136
780 265 819675
3300 3136 144609
1552 4447 732291
2008 498 604763
2201 954 963275
2347 3485 653528
4044 3971 190241
2066 622 376115
4807 1426 522581
1210 1048 523476
2370 4727 204046
73 1579 351387
103 4483 442865
3354 4121 758187
1925 3049 437556
4638 1223 27113
1249 822 639717
2353 1413 627252
2781 3250 54921
1908 1623 700651
2706 929 631018
2869 2664 946623
2914 2489 746109
2607 2418 549422
2379 813 311139
3191 1106 423077
2537 2776 261062
852 3318 427616
3633 3163 683966
66 3474 670982
3087 119 892305
2603 4530 625694
2949 3542 511794
1427 3836 739865
2976 3421 830863
65 929 832976
480 3628 243101
595 4593 101670
132 4181 15778
2890 3390 548025
1285 158 233279
3536 298 17623
838 1877 147626
3187 4737 493075
2747 2734 256479
1379 3655 315316
3057 3034 407225
2414 4286 12511
1309 2071 448001
1250 2459 630518
4129 3232 822296
2502 4157 767619
408 1824 25418
815 2364 454458
4978 2503 538491
4513 4730 659989
2169 4746 214201
4016 1201 146399
1720 2624 806160
3357 3411 625213
2648 1073 461898
1413 925 819
1260 469 285800
458 3073 324031
117 2607 512369
3993 1011 945934
3134 3350 238087
3479 1812 2718
4045 3939 430201
3041 565 273994
3956 464 975062
769 2382 839588
4361 536 516543
264 1709 360978
1903 3881 152810
1102 1931 719687
2724 898 103767
3283 110 746271
4310 1792 786360
4031 1699 278062
303 3195 341890
1321 496 74633
4217 3304 781856
1019 3749 587930
4067 683 353042
3011 1767 511298
1146 1419 972828
2808 4329 736104
2138 605 645795
2 4111 111334
4514 3676 547532
3211 816 850875
1587 3486 88766
